Words,HomoDensity,Num-Neighbors,Freq-Neighbors
通畅,1,14,12652
提款,1,8,3949
征战,1,21,4425
罪孽深重,1,0,0
甘露,1,23,9090
疏通,1,14,3026
上年纪,1,0,0
润色,1,11,4355
呀呀,1,0,0
边线,1,18,30531
英格兰人,1,0,0
操办,1,9,4222
脚本,1,4,858
专人,1,31,23813
售票处,1,0,0
由来,1,17,37538
毫毛,1,9,3548
督促,1,5,767
信口开河,1,0,0
油管,1,8,1689
克莱斯勒,1,0,0
旁人,1,28,34256
阴森,1,4,467
土星,1,7,998
庸医,1,11,4998
一月份,1,0,0
送货员,1,1,51
看得出,1,0,0
侵权,1,7,10627
沙地,1,19,14640
报摊,1,4,936
匍匐,1,11,1294
曼迪,1,6,770
"溶剂, 熔剂",2,21,12435
"博尔顿, 伯尔顿",2,0,0
病理,1,24,81825
幽谷,1,9,1528
五分之一,1,0,0
鞭炮,1,10,2230
内科,1,7,3034
计划生育,1,0,0
"叽叽, 基基",2,34,15257
简约,1,9,10667
大难临头,1,0,0
背影,1,10,10646
各处,1,16,11631
击沉,1,21,3690
船运,1,14,5378
特邀,1,4,3775
真伪,1,30,88822
无声无息,1,0,0
"理顺, 李顺",2,10,18704
挑错,1,3,677
操劳,1,2,295
闲暇,1,6,872
獠牙,1,4,1571
原稿,1,12,2414
短笛,1,3,279
弄垮,1,0,0
好恶,1,28,20417
实据,1,38,73291
止咳,1,10,6080
抵赖,1,8,2137
洞悉,1,9,39772
守信用,1,0,0
老相识,1,0,0
"魁梧, 魁悟",2,16,8941
游刃有余,1,0,0
褒奖,1,6,1253
高能,1,14,3120
自然科学,1,0,0
居民区,1,0,0
三叶草,1,0,0
劈叉,1,1,423
"极地, 吉蒂",2,36,11027
据此,1,12,4310
威斯康星州,1,0,0
着重,1,9,4886
轻描淡写,1,0,0
爆炸声,1,0,0
报刊,1,5,1071
人名,1,29,12233
心狠手辣,1,0,0
木棒,1,7,3116
凤尾鱼,1,0,0
羊奶,1,4,1062
赏光,1,6,1020
离合器,1,0,0
核弹头,1,0,0
倾盆大雨,1,0,0
遮拦,1,5,906
上月,1,33,31191
超新星,1,0,0
"实业, 什叶",2,47,77109
群星,1,8,3245
年龄段,1,0,0
手绢,1,29,12813
死脑筋,1,0,0
"流连, 榴莲, 留连",3,11,3757
痛击,1,23,6610
玩世不恭,1,0,0
当家,1,24,16671
"上行, 上刑",2,33,20574
严守,1,27,3833
高等教育,1,0,0
檀香山,1,0,0
报表,1,8,7868
战斗队,1,0,0
军阀,1,10,1734
展翅,1,3,2703
此类,1,11,2758
伤病,1,11,9005
耕种,1,12,6329
立体声,1,0,0
广播网,1,0,0
倚靠,1,11,13141
造船,1,7,3294
新近,1,41,11165
黑锅,1,3,975
作假,1,12,4906
阻滞,1,20,13210
外线,1,26,11192
默许,1,5,10719
战备,1,25,8690
"隐晦, 隐讳",2,22,7760
决裂,1,26,25213
完整性,1,0,0
顺理成章,1,0,0
干员,1,15,7029
假造,1,12,3407
力不从心,1,0,0
看头,1,3,252
无依无靠,1,0,0
烟灰,1,6,1320
酸痛,1,2,413
代代相传,1,0,0
分级,1,47,15879
增色,1,12,5855
新约,1,18,4831
世外桃源,1,0,0
画册,1,15,2918
印度教,1,0,0
探险队,1,0,0
波尔多,1,0,0
"繁琐, 烦琐",2,5,1147
改建,1,21,11557
油嘴,1,7,1606
朝气,1,21,12423
零度,1,18,4809
守株待兔,1,0,0
涉案,1,26,9163
推举,1,6,2088
值得一提,1,0,0
纤细,1,13,11919
吞没,1,7,3971
不同凡响,1,0,0
下凡,1,20,15268
巡洋舰,1,0,0
奶瓶,1,9,2601
相继,1,38,35871
尻,1,278,3228608
"滋生, 孳生",2,26,95720
思想家,1,0,0
归根结底,1,0,0
鹤立鸡群,1,0,0
耳垂,1,4,518
且不说,1,0,0
巨响,1,18,8410
倡导,1,11,1621
"切记, 切忌",2,23,10623
气急败坏,1,0,0
浪漫主义,1,0,0
高挑,1,17,3252
"汉字, 汗渍",2,6,2421
问句,1,21,11089
米酒,1,6,1572
匆匆忙忙,1,0,0
宽衣,1,10,4823
跑龙套,1,0,0
磁石,1,23,19259
自重,1,27,6451
"米糕, 米高",2,2,129
问心无愧,1,0,0
啤酒节,1,0,0
发散,1,30,29354
榔头,1,22,3741
铠甲,1,2,638
依附,1,67,137621
化工,1,21,5313
集训,1,28,8166
共产主义者,1,0,0
海马,1,14,2613
婚外恋,1,0,0
寒冬,1,1,241
喷洒,1,2,141
使坏,1,9,4705
双双,1,3,624
二百五,1,0,0
调用,1,25,8831
打点,1,24,15305
栖息,1,12,14741
装运,1,15,3665
灭迹,1,20,4262
"宏大, 洪大",2,8,3478
和蔼可亲,1,0,0
"瞟, 缥",2,263,6570375
娴熟,1,4,624
摊位,1,19,64520
聚集地,1,0,0
审议,1,21,13641
胆碱,1,5,569
老毛病,1,0,0
第一流,1,0,0
鲱鱼,1,16,30531
紧握,1,9,7657
舒畅,1,11,2743
百事可乐,1,0,0
质感,1,17,11389
放飞,1,11,9784
晚装,1,10,9357
骨灰盒,1,0,0
势不可挡,1,0,0
在此一举,1,0,0
十万火急,1,0,0
天职,1,22,28817
会费,1,22,8279
全票,1,17,13930
花心,1,33,34253
管弦乐队,1,0,0
顺藤摸瓜,1,0,0
和美,1,17,7858
眼见,1,32,9664
章程,1,17,3952
土耳其人,1,0,0
斯洛伐克,1,0,0
爱莫能助,1,0,0
"拉锁, 拉索",2,11,2149
水到渠成,1,0,0
求证,1,17,4270
眼眶,1,19,6818
出航,1,17,25710
侦察机,1,1,38
"阴虱, 阴湿",2,11,5539
厚重,1,22,8842
彩车,1,9,4151
吹捧,1,0,0
盛典,1,23,5948
哗众取宠,1,0,0
麝香,1,8,4265
相待,1,33,32144
相亲相爱,1,0,0
卢浮宫,1,0,0
"固有, 故友",2,18,4314
昼夜,1,15,6261
小鬼头,1,0,0
着落,1,6,1662
有机体,1,0,0
老早,1,12,6863
油墨,1,18,10890
电码,1,20,21847
面包片,1,2,134
缎带,1,26,5391
夺权,1,12,13106
春日,1,7,5013
触觉,1,15,5704
渔具,1,44,23381
栽培,1,1,1205
质地,1,30,12458
不言而喻,1,0,0
见外,1,26,31009
脱帽,1,6,499
四十五,1,1,55
奈何,1,14,23165
拂晓,1,5,767
美言,1,11,21158
信口,1,13,4414
加西亚,1,0,0
时辰,1,16,4245
试用期,1,0,0
临界,1,5,384
后起之秀,1,0,0
璀璨,1,0,0
六万,1,5,505
尘埃落定,1,0,0
处以,1,8,791
所向无敌,1,0,0
将士,1,71,147009
轻佻,1,16,3055
化为灰烬,1,0,0
拜见,1,27,36183
乳罩,1,2,274
骨质,1,13,7688
直系亲属,1,0,0
"画外音, 话外音",2,0,0
"口型, 口形",2,23,8056
尼姑,1,7,2849
窟窿,1,6,673
艺术性,1,0,0
"冷风, 冷锋",2,3,218
有形,1,28,22495
诙谐,1,6,3816
名次,1,18,4661
神气,1,26,9982
"电厂, 电场",2,28,22977
评为,1,23,19686
八九,1,10,7835
肺病,1,14,3914
苦闷,1,4,296
差一点儿,1,0,0
"序幕, 畜牧",2,20,3905
登记处,1,0,0
精品,1,16,8457
里斯本,1,0,0
坚定不移,1,0,0
"圣彼得堡, 圣彼德堡",2,0,0
跑遍,1,7,1635
博罗,1,10,2059
心包,1,17,4211
美感,1,14,7262
产妇,1,9,1811
"秀珍, 袖珍, 秀真, 秀贞",4,1,3048
口误,1,21,8784
新秀,1,23,6863
车流,1,15,3198
阻截,1,17,5063
柔韧,1,8,6856
平平安安,1,0,0
献殷勤,1,0,0
一针见血,1,0,0
早产,1,5,1157
春药,1,6,45243
亡羊补牢,1,0,0
"马夫, 玛夫",2,7,925
降职,1,25,5361
摄取,1,15,3712
宽限,1,13,29225
记下,1,39,52357
如影随形,1,0,0
色调,1,11,3179
张口,1,13,4752
名利,1,47,20293
鲈鱼,1,14,4899
没趣,1,18,11935
音色,1,21,71583
苹果酱,1,0,0
沙坑,1,8,3179
长途电话,1,0,0
加盟,1,11,15477
归类,1,13,4646
包办,1,9,5735
自傲,1,18,4855
满贯,1,2,1506
"渔民, 愚民",2,16,3302
绣花,1,1,61
特指,1,17,8736
外来语,1,0,0
起跑线,1,0,0
偿命,1,23,4597
牵牛花,1,0,0
下坠,1,18,17009
彩带,1,16,7317
联谊,1,12,7086
塞子,1,33,15488
剔除,1,10,3145
运输车,1,2,108
尽善尽美,1,0,0
爱子,1,60,33622
印花,1,3,275
阿尔巴尼亚人,1,0,0
仁兄,1,10,5256
跌入,1,7,1938
其实不然,1,0,0
招收,1,7,1952
杜撰,1,8,3145
速率,1,17,4335
西非,1,14,7982
急救车,1,0,0
累垮,1,2,321
审批,1,1,91
大额,1,29,13068
狂妄自大,1,0,0
花岗岩,1,0,0
光子,1,11,7813
迎面,1,18,5160
下等,1,16,5826
充血,1,13,3911
胡作非为,1,0,0
"针织, 真知",2,19,5101
系数,1,26,7712
跃跃欲试,1,0,0
心里有数,1,0,0
汉普郡,1,0,0
"小于, 小裕",2,25,12756
轻型,1,26,6338
出资,1,10,7306
检阅,1,22,3583
沉痛,1,12,3017
姐弟,1,22,14592
"忌讳, 济会",2,40,59081
寡人,1,20,32191
临走,1,6,3566
漏网,1,8,801
"界面, 介面",2,29,34609
佐料,1,6,2334
处女膜,1,0,0
重头戏,1,0,0
"五一, 伍一",2,13,3714
神出鬼没,1,0,0
货品,1,17,27099
走下坡路,1,0,0
圣乔治,1,0,0
焚毁,1,0,0
哒哒,1,2,233
长裙,1,18,3786
剖,1,260,6566208
一并,1,48,122022
造谣,1,3,3126
过速,1,28,80819
幼小,1,11,1573
锡纸,1,9,5448
海胆,1,8,1060
相扑,1,13,6120
超载,1,10,3673
嗄,1,219,2306191
一而再,1,0,0
疗效,1,7,14881
芦笋,1,0,0
和好,1,17,4266
耸肩,1,7,1014
颈椎,1,6,5889
烈性,1,19,3491
赶尽杀绝,1,0,0
含蓄,1,10,5684
驾轻就熟,1,0,0
重度,1,30,20772
护兵,1,7,3820
制约,1,11,4514
响铃,1,5,319
白水,1,18,1587
喧嚣,1,5,898
反派,1,15,9966
枪林弹雨,1,0,0
消防栓,1,1,52
相左,1,7,3404
次级,1,24,7925
富士山,1,0,0
单线,1,18,30040
死命,1,6,2834
计票,1,25,39433
铁人,1,21,32256
零分,1,9,3597
岗哨,1,2,323
衬垫,1,9,1227
在押,1,14,7003
现钱,1,18,11470
"星象, 星相",2,19,12121
酒类,1,9,3394
一万二,1,0,0
真心实意,1,0,0
小圈子,1,0,0
木筏,1,8,4388
投缘,1,24,9891
比比,1,9,6031
分文,1,20,6249
跳槽,1,3,129
交际花,1,0,0
粗心大意,1,0,0
色情狂,1,0,0
阎王,1,13,4192
话费,1,18,4961
增高,1,9,6781
用武之地,1,0,0
突起,1,7,995
旗舰,1,29,20737
容身,1,13,3444
动工,1,19,5267
问道,1,35,56783
社论,1,14,7411
界定,1,24,21532
管教所,1,0,0
活像,1,15,7057
痛饮,1,6,4254
花丛,1,7,1829
"聚居, 聚积",2,27,5950
盎,1,306,7172588
发货,1,31,30539
登记表,1,0,0
魂魄,1,6,9208
考古学,1,0,0
年迈,1,8,3638
稀奇古怪,1,0,0
长传,1,20,3900
蚕食,1,22,18383
闭合,1,18,23799
永无止境,1,0,0
蔗糖,1,6,2918
研修,1,5,728
火速,1,16,20742
诧异,1,50,44205
发车,1,22,30227
机敏,1,10,4513
衣冠,1,23,46869
杀伤,1,15,4942
吉安,1,10,5377
"合计, 合剂",2,32,12351
出道,1,44,243859
让位,1,23,11041
铁窗,1,2,92
佳肴,1,13,15601
冬日,1,9,5333
泥泞,1,0,0
俗称,1,2,177
奸诈,1,23,6996
上下班,1,0,0
变卖,1,22,6633
一眼,1,25,58179
降价,1,13,3656
身临其境,1,0,0
越橘,1,10,1826
综艺,1,50,44183
总长,1,11,8180
关系网,1,0,0
练习场,1,1,38
挽留,1,9,2154
生理学,1,1,359
堂堂,1,5,467
苦海,1,4,754
美男子,1,0,0
耍赖,1,0,0
斯拉夫,1,0,0
变迁,1,8,841
蛆虫,1,9,2390
山猫,1,6,344
胆大,1,8,5444
选人,1,23,40358
"制胜, 至圣, 致胜",3,25,8724
胳臂,1,10,2337
"鸣笛, 明迪",2,15,28048
征途,1,9,2928
两难,1,1,189
苜蓿,1,21,66612
犹太教徒,1,0,0
迷你裙,1,0,0
二十一,1,1,52
四面,1,29,27977
补习班,1,0,0
"微薄, 威伯",2,5,4179
黄铜,1,11,3604
华人,1,32,34624
麻布,1,26,10819
金卡,1,3,15907
包子,1,35,15579
马歇尔,1,0,0
为国捐躯,1,0,0
赞不绝口,1,0,0
冲劲,1,30,8545
打火,1,22,9306
"蹒跚, 盘山",2,2,127
武器库,1,0,0
打退堂鼓,1,0,0
见死不救,1,0,0
蹦蹦跳跳,1,0,0
"新田, 心田",2,20,9102
只得,1,12,7421
分界线,1,0,0
胳肢,1,18,8445
覆辙,1,19,5461
"门闩, 门拴",2,1,47
热汤,1,5,701
粗壮,1,6,1356
武馆,1,19,7469
被窝,1,4,261
死角,1,12,7485
照相馆,1,0,0
深意,1,39,23738
奇观,1,14,26775
大嗓门,1,0,0
光碟,1,12,2600
吞食,1,15,13913
"液晶, 易经",2,14,73974
下风,1,18,5045
"贡品, 供品",2,14,4317
万事大吉,1,0,0
讶异,1,51,44446
分析家,1,0,0
三十六,1,0,0
勤快,1,6,578
轰轰烈烈,1,0,0
学前班,1,0,0
本届,1,14,3033
列兵,1,12,3186
唬人,1,20,32191
活门,1,11,1690
石墙,1,18,3781
灼热,1,4,601
出任,1,32,28392
衣衫,1,16,44434
可汗,1,10,4439
每间,1,14,8200
确定性,1,0,0
诉苦,1,4,3961
达卡,1,0,0
助长,1,19,11149
多彩,1,9,17532
大嫂,1,22,6260
单行道,1,0,0
名门,1,21,29030
罪大恶极,1,0,0
双目,1,9,845
领情,1,6,5345
馒头,1,6,2832
日间,1,12,1463
全自动,1,0,0
缴费,1,15,7432
断断续续,1,0,0
跷跷板,1,0,0
热水器,1,0,0
犯罪学,1,0,0
器皿,1,6,1473
同床共枕,1,0,0
班主任,1,0,0
影评,1,7,1981
接合,1,11,2044
食品店,1,0,0
珊瑚礁,1,0,0
导向,1,26,24188
见好,1,15,12521
中国政府,1,0,0
"焖, 暪",2,307,7221419
丝绒,1,15,4491
手指甲,1,0,0
锋芒,1,15,13354
路段,1,20,7782
列举,1,8,779
偏激,1,14,7980
放在眼里,1,0,0
"剪发, 减法",2,15,6862
校正,1,26,11646
"逗号, 斗浩",2,16,4730
掌心,1,14,18490
下肢,1,15,5771
两端,1,4,684
推选,1,8,1330
开外,1,22,4172
红细胞,1,2,104
只身,1,26,15241
乔治敦,1,0,0
丧礼,1,20,20483
"合算, 核算",2,24,9022
出入证,1,0,0
此片,1,13,3120
景仰,1,9,2807
牙买加人,1,0,0
私营,1,13,13317
塌陷,1,11,28564
花盆,1,6,1586
文法,1,12,17076
高田,1,12,2488
冰袋,1,23,3567
抛售,1,9,10656
重磅,1,13,14330
夜宵,1,13,1868
八千,1,9,2305
宽度,1,12,2525
展示会,1,2,483
两万五,1,0,0
一个劲,1,0,0
仁川,1,8,5032
更胜一筹,1,0,0
粗人,1,23,21905
马达加斯加,1,0,0
枪膛,1,7,3203
福星,1,12,4568
自告奋勇,1,0,0
售票,1,16,4256
托运,1,10,832
防身,1,17,11314
"麒麟, 奇林",2,11,9283
分毫,1,14,2340
"字句, 字据",2,32,13711
时来运转,1,0,0
货源,1,16,8632
端口,1,12,4708
精武,1,20,9953
悸动,1,41,45869
脱发,1,5,451
到头,1,30,9591
渊博,1,4,1037
吞咽,1,4,1727
门诊部,1,0,0
安分守己,1,0,0
积聚,1,44,31910
另行,1,22,16665
过来人,1,0,0
空包弹,1,0,0
书迷,1,10,4274
芭蕾舞团,1,0,0
"液化, 异化",2,51,54511
电讯,1,19,27065
硬仗,1,14,3238
门面,1,15,4511
抖动,1,17,4750
想入非非,1,0,0
白纸,1,13,5638
会堂,1,11,5161
击毁,1,11,5369
"拟定, 拟订",2,9,21078
亏待,1,16,2861
明月,1,18,4552
蟹肉,1,11,52871
"大纲, 大冈",2,21,24984
禽流感,1,0,0
转轮,1,9,1571
水漂,1,9,882
白菜,1,5,1184
急性子,1,0,0
胆战心惊,1,0,0
放射科,1,0,0
市值,1,42,50135
通红,1,4,2507
一去不返,1,0,0
十万八,1,0,0
喃喃,1,10,17537
个案,1,20,8509
聚合,1,26,28931
营区,1,9,839
石子,1,56,89551
空子,1,59,33474
航运,1,6,3133
原型机,1,0,0
荷包,1,15,3059
"血战, 血站",2,16,6066
严严实实,1,0,0
讨伐,1,4,1004
怒气冲冲,1,0,0
就医,1,14,21783
外层,1,15,2278
一贫如洗,1,0,0
只字,1,22,218652
甜味,1,18,5134
喜剧片,1,0,0
前端,1,9,3231
重唱,1,12,2998
上策,1,30,30935
避风港,1,0,0
叠罗汉,1,0,0
如此这般,1,0,0
不善,1,27,83805
教主,1,16,2001
"园子, 圆子",2,55,88062
见怪,1,21,23627
发话,1,38,40578
生日卡,1,0,0
所到之处,1,0,0
信差,1,5,1916
体味,1,22,8941
谈情说爱,1,0,0
白云,1,5,1923
闺女,1,8,2796
劳改,1,0,0
短命,1,4,1344
爱国主义,1,0,0
征程,1,18,5310
倒戈,1,5,730
重整旗鼓,1,0,0
动情,1,19,34086
斩草除根,1,0,0
端点,1,19,27312
障眼法,1,0,0
冉冉,1,3,1302
六百万,1,3,383
核武,1,17,4184
联阵,1,13,8860
并未,1,30,12019
情面,1,18,17852
冷门,1,7,618
缰绳,1,4,1118
变色龙,1,0,0
留名,1,23,6419
千克,1,21,6934
末路,1,31,11047
"哀号, 哀嚎",2,3,810
人工授精,1,0,0
洗涤,1,3,266
铺设,1,10,3897
顿悟,1,22,20027
鱼钩,1,10,2138
兼容,1,19,7744
校外,1,15,9822
直话,1,35,16748
"除草, 锄草",2,1,45
石灰,1,19,38225
气闸,1,11,2355
酷爱,1,8,4313
中枢神经,1,0,0
瓶盖,1,12,3689
"心酸, 辛酸",2,14,3785
计策,1,30,40289
雪松,1,4,682
贪欲,1,26,30721
煤油,1,15,110906
近似,1,23,17425
原封不动,1,0,0
朴实,1,20,18408
荒原,1,19,7320
海牛,1,11,1466
流行歌曲,1,0,0
数列,1,17,6240
水位,1,20,5736
抗癌,1,1,45
青瓦台,1,0,0
社会名流,1,0,0
讥讽,1,29,25176
警卫室,1,1,210
小舅子,1,2,229
马蜂窝,1,0,0
万万,1,8,1502
限额,1,7,2753
军旅,1,5,786
老本,1,9,6055
二十二,1,3,156
水温,1,10,1132
蹲点,1,19,27312
理清,1,10,1048
中暑,1,8,2129
小心眼,1,0,0
交响曲,1,0,0
冷藏车,1,0,0
平易近人,1,0,0
豪门,1,10,3951
培养皿,1,0,0
"奇数, 基数",2,45,29591
尖峰,1,22,7419
遇险,1,14,5152
踏步,1,25,6359
陈列室,1,0,0
外甥女,1,1,48
活物,1,22,13234
一文不名,1,0,0
木料,1,16,4269
超脱,1,6,658
擂台,1,7,1156
洞察,1,10,7120
不人道,1,0,0
"志焕, 置换",2,29,8548
败将,1,12,2110
绞盘,1,5,948
"上佳, 上家, 尚加",3,33,31544
差一点,1,0,0
重读,1,7,765
圆珠笔,1,0,0
光棍,1,7,841
后跟,1,4,326
见习,1,24,11362
衬裤,1,1,867
乌烟瘴气,1,0,0
荞麦,1,4,273
矮胖,1,0,0
换位,1,25,11344
被告席,1,1,181
薪金,1,25,6131
科索沃,1,0,0
军需,1,8,1435
卖座,1,26,10387
来来往往,1,0,0
优胜,1,9,3162
音乐课,1,2,709
"茶几, 查基",2,17,7308
有利可图,1,0,0
撼动,1,18,4969
喉结,1,12,3138
下颌,1,23,17651
装订,1,17,26538
发毛,1,14,3348
生人,1,37,41808
七分,1,8,1253
得心应手,1,0,0
冷面,1,19,17328
飞天,1,16,33073
涵盖,1,2,594
优先级,1,1,49
恐怖症,1,1,145
人母,1,9,2193
忧心忡忡,1,0,0
"怯懦, 切诺",2,1,81
发电站,1,0,0
哲理,1,15,59006
联姻,1,10,11333
西城,1,23,6153
不定,1,27,93042
混日子,1,1,175
桅杆,1,14,10994
奇袭,1,13,10953
呼啸,1,17,3669
随遇而安,1,0,0
元气,1,30,9031
民国,1,9,4065
报信,1,24,38218
菜饭,1,11,3596
训导,1,9,1433
"凋零, 貂羚",2,7,2273
正义感,1,0,0
木屑,1,13,54865
大街小巷,1,0,0
导线,1,16,12750
阐明,1,11,2157
财力,1,41,18744
灵气,1,23,3864
每种,1,13,7040
"公有, 工友, 宫友",3,20,7512
求人,1,32,35363
中计,1,35,24872
麦草,1,1,100
价位,1,24,11471
索性,1,19,6485
树根,1,4,436
"聚首, 据守",2,31,13147
风平浪静,1,0,0
漏气,1,26,11892
揣测,1,5,1410
林荫,1,2,191
互补,1,7,4132
"义无反顾, 义无返顾",2,0,0
第十四,1,2,111
仿制,1,12,4194
导火线,1,0,0
听之任之,1,0,0
"菲利普, 菲利浦, 菲力浦, 飞利浦, 菲立普, 菲力普",6,0,0
劣等,1,10,955
树皮,1,12,2205
投票站,1,0,0
发迹,1,21,34050
顿时,1,33,25794
交心,1,37,35826
鞑靼,1,6,5798
插花,1,5,605
缩影,1,8,1303
警灯,1,7,5939
火线,1,23,27898
抽动,1,24,6309
从警,1,7,1695
次日,1,11,1609
卡拉奇,1,0,0
富饶,1,12,8266
新建,1,37,13565
枪弹,1,11,4823
迎宾,1,4,704
服务台,1,1,431
助兴,1,28,15531
老生常谈,1,0,0
鸟巢,1,5,421
帮子,1,34,15578
漫天,1,9,16814
飞吻,1,9,3358
吸吮,1,8,2445
奋勇,1,1,1966
检修,1,9,6188
百般,1,5,1429
返程,1,16,3622
"收腹, 收复",2,29,15569
船队,1,22,12904
"铰链, 脚链",2,18,7845
亨廷顿,1,0,0
查问,1,12,2633
奴仆,1,1,53
日文,1,7,1834
减退,1,16,2673
瓦加杜古,1,0,0
跌跌撞撞,1,0,0
污垢,1,8,2143
相声,1,25,5840
自夸,1,10,4821
西方人,1,0,0
多媒体,1,0,0
助听器,1,1,282
雄辩,1,6,5096
往年,1,8,1898
涌现,1,15,12381
西部片,1,0,0
同流合污,1,0,0
地穴,1,18,19025
"光纤, 光鲜, 光仙",3,7,2183
未雨绸缪,1,0,0
午睡,1,21,13689
出版业,1,1,101
本镇,1,13,3564
北岸,1,10,3607
改换,1,12,9187
东侧,1,9,1988
葡萄球菌,1,0,0
雷击,1,18,6757
信天翁,1,0,0
"规程, 归程",2,20,5814
插销,1,4,641
稀少,1,10,12787
波哥大,1,0,0
不住,1,38,85029
奎宁,1,0,0
腰椎,1,3,255
吉祥,1,12,4062
分销,1,21,15589
满脸,1,5,527
好战,1,16,2038
遨游,1,9,1285
问询,1,4,33579
眼红,1,14,6676
心血来潮,1,0,0
涌出,1,13,4501
暴发户,1,0,0
西欧,1,12,3564
害群之马,1,0,0
配额,1,5,1148
回荡,1,21,18412
大灰狼,1,0,0
老糊涂,1,0,0
氢气,1,33,13846
电站,1,26,27394
神户,1,13,6215
羞涩,1,18,7487
现存,1,7,2911
六分,1,5,1268
肾衰竭,1,0,0
"汽缸, 气缸",2,6,4052
满头,1,19,5991
野花,1,9,1295
婚期,1,13,6132
平房,1,22,6157
前奏,1,18,6402
停歇,1,3,1688
陪练,1,9,1818
杂事,1,54,52883
排行,1,9,4451
空话,1,20,13912
救兵,1,9,2340
湮灭,1,6,1256
罗曼蒂克,1,0,0
岩洞,1,26,22436
富含,1,14,8419
科迪亚克,1,0,0
圣贤,1,8,1085
鞭策,1,12,3439
"臆想, 意想",2,12,5475
重整,1,5,1840
导尿管,1,0,0
学生证,1,1,78
"伊莲, 一连, 依莲",3,21,39245
电闸,1,8,2261
旅社,1,8,1869
常态,1,20,6804
固然,1,11,10665
"蜜饯, 密件",2,28,41151
催泪弹,1,0,0
铺路,1,14,4832
内罗毕,1,0,0
三部曲,1,0,0
五星级,1,0,0
濒危,1,0,0
冷气,1,22,11767
棱角,1,3,273
对立面,1,0,0
失聪,1,8,3822
"柚子, 釉子",2,59,33474
莱西,1,5,11539
刀叉,1,7,744
悄无声息,1,0,0
利普顿,1,0,0
电话本,1,0,0
"欧式, 欧氏, 欧仕",3,47,35628
祖传,1,7,2062
退却,1,8,4880
刨根问底,1,0,0
座谈会,1,0,0
从政,1,11,4796
炮塔,1,2,147
斗嘴,1,3,715
禁药,1,28,34928
肯德基,1,0,0
诈骗罪,1,0,0
山村,1,7,1035
掮客,1,28,10982
院校,1,12,12790
汗流浃背,1,0,0
够用,1,22,9462
养鸡,1,21,9256
产科,1,3,1623
从业,1,14,6309
扇子,1,60,33647
英年早逝,1,0,0
超凡脱俗,1,0,0
"沙利, 沙砾, 砂砾, 沙莉, 沙丽",5,32,12523
乳牙,1,5,807
花圈,1,5,581
修订,1,17,25441
围观,1,15,12088
粉饰,1,50,76293
"粘合剂, 黏合剂",2,0,0
棉布,1,19,10217
功成名就,1,0,0
界外球,1,0,0
对歌,1,6,9101
别是,1,49,50669
威斯康星,1,0,0
蚕卵,1,1,718
"善变, 嬗变",2,16,3481
扶梯,1,5,1989
周转,1,4,1301
品头论足,1,0,0
防化,1,24,8125
虎穴,1,1,36
刀口,1,12,4708
木瓜,1,10,6481
百分之一,1,0,0
全天,1,18,21010
泼冷水,1,0,0
草场,1,7,1535
归西,1,11,43420
新纪元,1,1,36
苦差,1,1,55
马球,1,16,4553
校规,1,4,804
课间,1,12,2001
砒霜,1,2,131
愤慨,1,1,1966
羽毛球,1,0,0
成衣,1,25,19363
当当,1,13,6319
毁容,1,2,412
束手就擒,1,0,0
纸盒,1,19,9140
蛮荒,1,0,0
金银,1,9,3365
飘荡,1,4,2401
当日,1,11,7615
无期,1,28,8958
霓虹灯,1,0,0
人间地狱,1,0,0
军械库,1,0,0
例会,1,32,21897
浮肿,1,8,1868
吃一堑,1,0,0
学说,1,9,15381
最高点,1,0,0
澡盆,1,4,1355
浪花,1,1,61
清早,1,12,13271
流行病,1,0,0
分公司,1,0,0
"安非他明, 安菲他明",2,0,0
奏乐,1,11,1937
懂行,1,5,441
抚养费,1,0,0
乐迷,1,7,1374
博取,1,6,850
案卷,1,13,5346
急转直下,1,0,0
军备,1,10,4589
示弱,1,44,33754
耸人听闻,1,0,0
夹克衫,1,0,0
快车道,1,0,0
科学院,1,1,284
自律,1,27,5898
示众,1,50,34538
男性化,1,0,0
招架,1,18,2417
数字化,1,0,0
松软,1,4,548
休会,1,26,21879
总得,1,5,5925
"灌注, 贯注",2,18,9234
指挥权,1,0,0
愤恨,1,8,2642
周详,1,9,3029
"断臂, 断壁",2,13,2382
如履薄冰,1,0,0
林区,1,11,2516
发射台,1,0,0
乐观主义,1,0,0
条条框框,1,0,0
登记证,1,0,0
城内,1,25,16423
"订货, 定货",2,21,3769
丝袜,1,13,2150
"气话, 汽化, 气化",3,37,38126
偷车贼,1,0,0
失衡,1,11,2509
空空如也,1,0,0
上野,1,16,3577
畅通无阻,1,0,0
销售商,1,0,0
"嘶嘶, 思思, 斯斯",3,12,13961
"零一, 零壹",2,16,10438
印第安纳州,1,0,0
长一智,1,0,0
"悠悠, 幽幽",2,5,1048
公安,1,13,16535
引路,1,26,5191
发落,1,31,29192
放血,1,9,1795
唐宁街,1,1,89
串门,1,13,3786
庞然大物,1,0,0
冠冕堂皇,1,0,0
无毒,1,18,4438
经商,1,14,3017
北卡罗来纳,1,0,0
粗犷,1,5,604
绿豆,1,6,3195
诗句,1,35,21517
几何学,1,0,0
天启,1,16,37697
路况,1,17,8065
粉刺,1,6,2593
"小肠, 小长",2,15,18147
迁怒,1,12,3427
半死不活,1,0,0
按兵不动,1,0,0
放眼,1,16,3811
仰仗,1,11,1775
